"DeletionTimestamp","ObjectId","ObjectType","AccountEnabled","AddIns","AlternativeNames","AppDisplayName","AppId","AppOwnerTenantId","AppRoleAssignmentRequired","AppRoles","DisplayName","ErrorUrl","Homepage","KeyCredentials","LogoutUrl","Oauth2Permissions","PasswordCredentials","PreferredTokenSigningKeyThumbprint","PublisherName","ReplyUrls","SamlMetadataUrl","ServicePrincipalNames","ServicePrincipalType","Tags"
,"68275ca2-0286-4764-a906-c055ef9cd7a0","ServicePrincipal","true","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AddIn]","System.Collections.Generic.List`1[System.String]","Bonusly","f71a2e4c-24d4-472b-ad29-faecdb62b1ae","5ff2d128-5f85-4f6f-a346-16bb5652d552","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AppRole]","Bonusly",,"https://bonus.ly/","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.KeyCredential]",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.OAuth2Permission]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.PasswordCredential]",,"Bonusly","System.Collections.Generic.List`1[System.String]",,"System.Collections.Generic.List`1[System.String]","Application","System.Collections.Generic.List`1[System.String]"
,"68f7f2f0-fbf2-4625-9651-c445b7d5d378","ServicePrincipal","true","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AddIn]","System.Collections.Generic.List`1[System.String]","Box","7071e473-5dad-4694-b796-530da63270c9","f1a966c9-8958-4e13-bc44-f54c47cdbf9a","True","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AppRole]","Box",,"https://sso.services.box.net/sp/ACS.saml2?metadata=box|ISV9.1|primary|z","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.KeyCredential]",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.OAuth2Permission]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.PasswordCredential]","BE6EBA0EDE10E7E9CF39F3064FDBF319AD001E2F","5Q Cloud","System.Collections.Generic.List`1[System.String]",,"System.Collections.Generic.List`1[System.String]","Application","System.Collections.Generic.List`1[System.String]"
,"763e531d-b34e-48a5-8a5e-3c851c612a67","ServicePrincipal","true","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AddIn]","System.Collections.Generic.List`1[System.String]","Apple Internet Accounts","f8d98a96-0999-43f5-8af3-69971c7bb423","e0fad04c-a04c-41ab-b35e-dc523af755a1","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AppRole]","Apple Internet Accounts",,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.KeyCredential]",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.OAuth2Permission]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.PasswordCredential]",,"Apple Inc.","System.Collections.Generic.List`1[System.String]",,"System.Collections.Generic.List`1[System.String]","Application","System.Collections.Generic.List`1[System.String]"
,"899671a9-32ee-4368-bb72-456868aeaba2","ServicePrincipal","true","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AddIn]","System.Collections.Generic.List`1[System.String]","Adobe Acrobat Reader","c999586d-3bb6-4858-9d08-8815d444bb54","55aa7ab7-a04b-4623-ba3b-04cda52e667f","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AppRole]","Adobe Acrobat Reader",,"https://www.adobe.com","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.KeyCredential]",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.OAuth2Permission]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.PasswordCredential]",,"AdobeExternal","System.Collections.Generic.List`1[System.String]",,"System.Collections.Generic.List`1[System.String]","Application","System.Collections.Generic.List`1[System.String]"
,"91187897-ede8-4e64-a0ff-e38689977a6a","ServicePrincipal","true","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AddIn]","System.Collections.Generic.List`1[System.String]","FastTrack","ca4c34d6-ce70-4353-8568-ca59b64f2a63","72f988bf-86f1-41af-91ab-2d7cd011db47","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AppRole]","FastTrack",,"https://fasttrack.microsoft.com","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.KeyCredential]",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.OAuth2Permission]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.PasswordCredential]",,"Microsoft","System.Collections.Generic.List`1[System.String]",,"System.Collections.Generic.List`1[System.String]","Application","System.Collections.Generic.List`1[System.String]"
,"98857dc1-3900-4c15-8700-b0968faf09e3","ServicePrincipal","true","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AddIn]","System.Collections.Generic.List`1[System.String]","LinkedIn","889e301b-fe6c-4c68-8665-de7954780788","658728e7-1632-412a-9815-fe53f53ec58b","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AppRole]","LinkedIn",,"https://www.linkedin.com","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.KeyCredential]",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.OAuth2Permission]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.PasswordCredential]",,"LinkedIn Production","System.Collections.Generic.List`1[System.String]",,"System.Collections.Generic.List`1[System.String]","Application","System.Collections.Generic.List`1[System.String]"
,"9fbf68f3-364d-47f5-ab85-b278dd2a2edd","ServicePrincipal","true","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AddIn]","System.Collections.Generic.List`1[System.String]","Wrike for Teams","6910c1b9-cba1-4363-9075-4975912b6f91","ed452321-946c-47d1-b365-6fa97e1dafab","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AppRole]","Wrike for Teams",,"https://www.wrike.com/","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.KeyCredential]",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.OAuth2Permission]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.PasswordCredential]",,"Wrike, Inc.","System.Collections.Generic.List`1[System.String]",,"System.Collections.Generic.List`1[System.String]","Application","System.Collections.Generic.List`1[System.String]"
,"b6248405-568a-4407-9fb0-8cf9b69cdf51","ServicePrincipal","true","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AddIn]","System.Collections.Generic.List`1[System.String]","Embrava Connect for Teams","965e190f-6cfb-47c9-8d52-b3c8aeb54f3c","532bdb8a-cf91-4605-ad8a-cac039b8e70a","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AppRole]","Embrava Connect for Teams",,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.KeyCredential]",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.OAuth2Permission]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.PasswordCredential]",,"Embrava Pty Ltd","System.Collections.Generic.List`1[System.String]",,"System.Collections.Generic.List`1[System.String]","Application","System.Collections.Generic.List`1[System.String]"
,"d44b4f5c-70fe-4197-a676-7045b3a159ee","ServicePrincipal","true","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AddIn]","System.Collections.Generic.List`1[System.String]","Gmail","2cee05de-2b8f-45a2-8289-2a06ca32c4c8","1724ab6c-1894-4593-ac5c-06d6bb7986e3","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AppRole]","Gmail",,"https://www.google.com/gmail/","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.KeyCredential]",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.OAuth2Permission]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.PasswordCredential]",,"Default Directory","System.Collections.Generic.List`1[System.String]",,"System.Collections.Generic.List`1[System.String]","Application","System.Collections.Generic.List`1[System.String]"
,"d507bdf1-1cbc-42d1-bf9a-e57aa8a8c201","ServicePrincipal","true","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AddIn]","System.Collections.Generic.List`1[System.String]","AddEvent.com","d6c1243a-d9fa-4b5e-b14e-9d2bf0a3ae11","9188040d-6c67-4c5b-b112-36a304b66dad","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AppRole]","AddEvent.com",,"https://www.addevent.com","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.KeyCredential]",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.OAuth2Permission]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.PasswordCredential]",,"Microsoft Accounts","System.Collections.Generic.List`1[System.String]",,"System.Collections.Generic.List`1[System.String]","Application","System.Collections.Generic.List`1[System.String]"
,"dc7f774c-b416-4b77-9c56-c2e015c6d2d6","ServicePrincipal","true","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AddIn]","System.Collections.Generic.List`1[System.String]","Auvik","36bb5f20-4633-4f3a-bafd-4f8dbfa8fb0a","408f0e54-582e-46fa-8b7d-4068bb176500","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AppRole]","Auvik",,"https://my.auvik.com/login/azurev1","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.KeyCredential]","https://my.auvik.com/logout","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.OAuth2Permission]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.PasswordCredential]",,"Auvik Networks Inc.","System.Collections.Generic.List`1[System.String]",,"System.Collections.Generic.List`1[System.String]","Application","System.Collections.Generic.List`1[System.String]"
,"dcd0de5a-7b47-43d7-9465-051f31ab5915","ServicePrincipal","true","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AddIn]","System.Collections.Generic.List`1[System.String]","Keepass Pro","597cc93d-8951-4f62-b549-eca97ba5c042","0ca0e5b0-fbba-4994-839d-8d47b96d86db","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AppRole]","Keepass Pro",,"https://www.teams-pro.com","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.KeyCredential]",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.OAuth2Permission]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.PasswordCredential]",,"Witivio","System.Collections.Generic.List`1[System.String]",,"System.Collections.Generic.List`1[System.String]","Application","System.Collections.Generic.List`1[System.String]"
,"fc2fe4f9-07d2-413e-8de1-66b628ec9f2e","ServicePrincipal","true","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AddIn]","System.Collections.Generic.List`1[System.String]","Spark","b50c1dbd-1855-4e54-b07c-d3c3029e93d3","1b0d9978-73ac-4bf9-bddc-69a74ed064e0","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AppRole]","Spark",,"https://sparkmailapp.com/","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.KeyCredential]",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.OAuth2Permission]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.PasswordCredential]",,"Readdle Inc","System.Collections.Generic.List`1[System.String]",,"System.Collections.Generic.List`1[System.String]","Application","System.Collections.Generic.List`1[System.String]"
